Wall time,Step,Value
1638941199.627636,9,-0.815987229347229
1638941203.8517716,19,-0.85516357421875
1638941208.0692675,29,-0.894059956073761
1638941212.2875412,39,-0.9284610748291016
1638941216.2621653,49,-0.9291914701461792
1638941220.1475954,59,-0.9520964622497559
1638941223.9830468,69,-0.9404577016830444
1638941227.936116,79,-0.9497805833816528
1638941232.121211,89,-0.9398749470710754
1638941236.28196,99,-0.9695411920547485
1638941240.563189,109,-0.9863661527633667
1638941244.7896879,119,-0.9699046611785889
1638941249.0584326,129,-0.9778771996498108
1638941253.3318036,139,-0.9778832197189331
1638941257.5818768,149,-0.9755114912986755
1638941261.8618274,159,-0.9911060333251953
1638941266.1408477,169,-0.9774407148361206
1638941270.4809403,179,-0.9845844507217407
1638941274.7254503,189,-0.9892083406448364
1638941279.0545533,199,-0.991328775882721
1638941283.353109,209,-0.994238018989563
1638941287.6243641,219,-0.9936959743499756
1638941291.8979402,229,-0.9962023496627808
1638941296.1513388,239,-0.9837566018104553
1638941300.412253,249,-0.9876940250396729
1638941304.6488276,259,-0.9913696050643921
1638941308.909083,269,-0.9864909052848816
1638941313.147983,279,-0.9945218563079834
1638941317.3197477,289,-0.9883264303207397
1638941321.531606,299,-0.9908847212791443
1638941325.6852045,309,-0.992575466632843
1638941329.8809013,319,-0.9791604280471802
1638941334.0789068,329,-0.9792493581771851
1638941338.259306,339,-0.9853832125663757
1638941342.498087,349,-0.9921023845672607
1638941346.7119067,359,-0.9845423698425293
1638941350.9604712,369,-0.9936541318893433
1638941355.20246,379,-0.9809111952781677
1638941359.425275,389,-0.9880427122116089
1638941363.6772652,399,-0.9947473406791687
1638941367.904201,409,-0.9929594397544861
1638941372.173734,419,-0.9881571531295776
1638941376.4206476,429,-0.9826377630233765
1638941380.6655254,439,-0.9918072819709778
1638941384.928317,449,-0.9899852871894836
1638941389.167804,459,-0.980728268623352
1638941393.434026,469,-0.9849462509155273
1638941397.6728306,479,-0.9889002442359924
1638941401.9415956,489,-0.9772658348083496
1638941406.1942325,499,-0.9866832494735718
1638941410.4335938,509,-0.9905633926391602
1638941414.756973,519,-0.9697709083557129
1638941418.9595275,529,-0.9848097562789917
1638941423.236931,539,-0.9920340776443481
1638941427.475415,549,-0.9805195927619934
1638941431.6294408,559,-0.9751211404800415
1638941435.943131,569,-0.9870157241821289
1638941440.039653,579,-0.9940627813339233
1638941444.190329,589,-0.9875556230545044
1638941448.4417708,599,-0.9893941283226013
1638941452.4395885,609,-0.9882254004478455
1638941456.4553163,619,-0.9838758111000061
1638941460.2722769,629,-0.9802623391151428
1638941464.0173175,639,-0.9943723678588867
1638941467.7652547,649,-0.9957958459854126
1638941471.5717466,659,-0.9908543825149536
1638941475.3227477,669,-0.986598789691925
1638941479.173562,679,-0.9899020195007324
1638941483.0220146,689,-0.9885396361351013
1638941487.0398183,699,-0.9937751293182373
1638941491.1291456,709,-0.9715515375137329
1638941495.7325706,719,-0.9750787019729614
1638941499.684109,729,-0.9881908893585205
1638941503.5429525,739,-0.9741785526275635
1638941507.4225776,749,-0.995490550994873
1638941511.2998297,759,-0.9914944171905518
1638941515.1653738,769,-0.9924303889274597
1638941519.0558462,779,-0.9913507103919983
1638941522.966867,789,-0.9874850511550903
1638941526.9044926,799,-0.9859347343444824
1638941530.8260696,809,-0.9884663820266724
1638941534.6794956,819,-0.9867653250694275
1638941538.4986093,829,-0.9839054346084595
1638941542.3634882,839,-0.9875423908233643
1638941546.2025752,849,-0.9890304207801819
1638941550.04386,859,-0.9806639552116394
1638941553.8451288,869,-0.9735684394836426
1638941557.7065392,879,-0.9727356433868408
1638941561.5767968,889,-0.9777279496192932
1638941565.4086483,899,-0.9731374979019165
1638941569.2307415,909,-0.969066858291626
1638941573.0848215,919,-0.9538118243217468
1638941576.9079509,929,-0.9907099008560181
1638941580.672474,939,-0.9848750829696655
1638941584.496365,949,-0.9905121922492981
1638941588.336309,959,-0.9882400035858154
1638941592.1847243,969,-0.9751086831092834
