Wall time,Step,Value
1639026689.9981122,718,0.28674522042274475
1639026736.5272763,1437,0.17565006017684937
1639026782.4895794,2156,0.1211787536740303
1639026828.2214966,2875,0.18169482052326202
1639026872.8634453,3594,0.1828157752752304
1639026917.8553877,4313,0.10951673984527588
1639026962.5787907,5032,0.1241806298494339
1639027007.7329564,5751,0.09756239503622055
1639027053.5608659,6470,0.08747705072164536
1639027098.7371812,7189,0.0946519672870636
1639027144.7988002,7908,0.2936616837978363
1639027190.3417633,8627,0.21480587124824524
1639027235.7376907,9346,0.1488044559955597
1639027281.1416333,10065,0.13784994184970856
1639027326.4902332,10784,0.11449449509382248
1639027371.6433308,11503,0.12024082243442535
1639027416.7402406,12222,0.10339275002479553
1639027461.9037213,12941,0.12419635057449341
1639027506.8881402,13660,0.09683072566986084
1639027552.0008664,14379,0.09846732765436172
