Wall time,Step,Value
1639010847.4551973,510,0.16157227754592896
1639010906.6705053,1021,0.18489611148834229
1639010965.683007,1532,0.11779646575450897
1639011024.9928277,2043,0.11329144239425659
1639011084.2542348,2554,0.09464633464813232
1639011143.8012462,3065,0.09407012909650803
1639011202.9704928,3576,0.08392659574747086
1639011262.514091,4087,0.08516272902488708
1639011321.9609208,4598,0.08484351634979248
1639011381.4517372,5109,0.08046794682741165
1639011441.3173976,5620,0.07668084651231766
1639011500.8453727,6131,0.0683971717953682
1639011560.696401,6642,0.06446949392557144
1639011620.0404158,7153,0.07118251919746399
1639011680.8548584,7664,0.06868719309568405
1639011743.0442064,8175,0.060686491429805756
1639011802.9750047,8686,0.058076873421669006
1639011862.5778434,9197,0.05818784609436989
1639011922.0336664,9708,0.057803504168987274
1639011981.8472805,10219,0.0772361308336258
